village_code,county_chinese_name,township_chinese_name,village_chinese_name,village_english_name,county_id,county_code,township_id,township_code,note,township_english_name,store_price_per_ping_average
63000080017,臺北市,文山區,興業里,Xingye Vil.,A,63000,A11,63000080,,Wenshan District,965.8536585365854
63000080007,臺北市,文山區,萬有里,Wanyou Vil.,A,63000,A11,63000080,,Wenshan District,2432.4324324324325
63000080014,臺北市,文山區,興光里,Xingguang Vil.,A,63000,A11,63000080,,Wenshan District,4535.879833362672
63000080009,臺北市,文山區,萬隆里,Wanlong Vil.,A,63000,A11,63000080,,Wenshan District,5500.0
63000080033,臺北市,文山區,萬芳里,Wanfang Vil.,A,63000,A11,63000080,,Wenshan District,0.0
63000080013,臺北市,文山區,興豐里,Xingfeng Vil.,A,63000,A11,63000080,,Wenshan District,0.0
63000080008,臺北市,文山區,萬祥里,Wanxiang Vil.,A,63000,A11,63000080,,Wenshan District,1428.5714285714287
63000080035,臺北市,文山區,萬興里,Wanxing Vil.,A,63000,A11,63000080,,Wenshan District,0.0
63000080042,臺北市,文山區,興邦里,Xingbang Vil.,A,63000,A11,63000080,,Wenshan District,2222.222222222222
63000080011,臺北市,文山區,萬和里,Wanhe Vil.,A,63000,A11,63000080,,Wenshan District,0.0
63000080039,臺北市,文山區,萬美里,Wanmei Vil.,A,63000,A11,63000080,,Wenshan District,1932.7731092436975
63000080012,臺北市,文山區,萬盛里,Wancheng Vil.,A,63000,A11,63000080,,Wenshan District,1857.5851393188857
63000080020,臺北市,文山區,興旺里,Xingwang Vil.,A,63000,A11,63000080,,Wenshan District,0.0
63000080010,臺北市,文山區,萬年里,Wannian Vil.,A,63000,A11,63000080,,Wenshan District,1667.2150799006577
63000080021,臺北市,文山區,興泰里,Xingtai Vil.,A,63000,A11,63000080,,Wenshan District,1879.270498392283
63000080022,臺北市,文山區,興昌里,Xingchang Vil.,A,63000,A11,63000080,,Wenshan District,0.0
63000050001,臺北市,中正區,水源里,Shuiyuan Vil.,A,63000,A03,63000050,,Zhongzheng District,7455.872062466566
63000080034,臺北市,文山區,博嘉里,Bojia Vil.,A,63000,A11,63000080,,Wenshan District,910.0
63000050002,臺北市,中正區,富水里,Fushui Vil.,A,63000,A03,63000050,,Zhongzheng District,20833.333333333336
63000050003,臺北市,中正區,文盛里,Wencheng Vil.,A,63000,A03,63000050,,Zhongzheng District,10293.637992831542
63000020041,臺北市,信義區,黎安里,Li'an Vil.,A,63000,A17,63000020,,Xinyi District,0.0
63000030046,臺北市,大安區,黎元里,Liyuan Vil.,A,63000,A02,63000030,,Da'an District,2379.310344827586
63000030048,臺北市,大安區,黎和里,Lihe Vil.,A,63000,A02,63000030,,Da'an District,1807.2289156626507
63000050004,臺北市,中正區,林興里,Linxing Vil.,A,63000,A03,63000050,,Zhongzheng District,5071.254430800497
63000070029,臺北市,萬華區,榮德里,Rongde Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000070032,臺北市,萬華區,華中里,Huazhong Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000070031,臺北市,萬華區,興德里,Xingde Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000070033,臺北市,萬華區,日祥里,Rixiang Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000030043,臺北市,大安區,大學里,Daxue Vil.,A,63000,A02,63000030,,Da'an District,5215.8525160471245
63000030057,臺北市,大安區,學府里,Xuefu Vil.,A,63000,A02,63000030,,Da'an District,8158.869230720034
63000030047,臺北市,大安區,黎孝里,Lixiao Vil.,A,63000,A02,63000030,,Da'an District,2235.268600534542
63000070028,臺北市,萬華區,銘德里,Mingde Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000020040,臺北市,信義區,黎忠里,Lizhong Vil.,A,63000,A17,63000020,,Xinyi District,2000.0
63000030013,臺北市,大安區,古風里,Gufeng Vil.,A,63000,A02,63000030,,Da'an District,3537.514302676935
63000050007,臺北市,中正區,網溪里,Wangxi Vil.,A,63000,A03,63000050,,Zhongzheng District,1475.0
63000020033,臺北市,信義區,泰和里,Taihe Vil.,A,63000,A17,63000020,,Xinyi District,0.0
63000050005,臺北市,中正區,河堤里,Heti Vil.,A,63000,A03,63000050,,Zhongzheng District,0.0
63000070027,臺北市,萬華區,保德里,Baode Vil.,A,63000,A05,63000070,,Wanhua District,1337.0365804801381
63000030044,臺北市,大安區,芳和里,Fanghe Vil.,A,63000,A02,63000030,,Da'an District,3010.441336655006
63000020039,臺北市,信義區,黎平里,Liping Vil.,A,63000,A17,63000020,,Xinyi District,1450.7310474878657
63000070023,臺北市,萬華區,孝德里,Xiaode Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000030038,臺北市,大安區,虎嘯里,Huxiao Vil.,A,63000,A02,63000030,,Da'an District,3890.174831166853
63000030039,臺北市,大安區,臥龍里,Wolong Vil.,A,63000,A02,63000030,,Da'an District,5625.0
63000070030,臺北市,萬華區,壽德里,Shoude Vil.,A,63000,A05,63000070,,Wanhua District,1245.2830188679245
63000030040,臺北市,大安區,龍淵里,Longyuan Vil.,A,63000,A02,63000030,,Da'an District,3287.6331391425733
63000070034,臺北市,萬華區,忠貞里,Zhongzhen Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000050006,臺北市,中正區,頂東里,Dingdong Vil.,A,63000,A03,63000050,,Zhongzheng District,4166.666666666667
63000070036,臺北市,萬華區,騰雲里,Tengyun Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000070026,臺北市,萬華區,全德里,Quande Vil.,A,63000,A05,63000070,,Wanhua District,1469.0064935064934
63000030011,臺北市,大安區,龍坡里,Longpo Vil.,A,63000,A02,63000030,,Da'an District,2530.663533016901
63000030012,臺北市,大安區,龍泉里,Longquan Vil.,A,63000,A02,63000030,,Da'an District,3992.198183691011
63000070035,臺北市,萬華區,凌霄里,Lingxiao Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000070025,臺北市,萬華區,錦德里,Jinde Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000020029,臺北市,信義區,惠安里,Hui'an Vil.,A,63000,A17,63000020,,Xinyi District,0.0
63000030014,臺北市,大安區,古莊里,Guzhuang Vil.,A,63000,A02,63000030,,Da'an District,6674.946087079581
63000020032,臺北市,信義區,六合里,Liuhe Vil.,A,63000,A17,63000020,,Xinyi District,1116.2790697674418
63000050008,臺北市,中正區,板溪里,Banxi Vil.,A,63000,A03,63000050,,Zhongzheng District,1588.5947046843178
63000050009,臺北市,中正區,螢圃里,Yingpu Vil.,A,63000,A03,63000050,,Zhongzheng District,1934.9053554605946
63000050010,臺北市,中正區,螢雪里,Yingxue Vil.,A,63000,A03,63000050,,Zhongzheng District,931.25
63000020038,臺北市,信義區,黎順里,Lishun Vil.,A,63000,A17,63000020,,Xinyi District,1591.0750507099392
63000020036,臺北市,信義區,雙和里,Shuanghe Vil.,A,63000,A17,63000020,,Xinyi District,1279.8760716407776
63000070022,臺北市,萬華區,忠德里,Zhongde Vil.,A,63000,A05,63000070,,Wanhua District,1559.4678372706446
63000030037,臺北市,大安區,群英里,Qunying Vil.,A,63000,A02,63000030,,Da'an District,4629.62962962963
63000030036,臺北市,大安區,群賢里,Qunxian Vil.,A,63000,A02,63000030,,Da'an District,4338.084141362127
63000030034,臺北市,大安區,法治里,Fazhi Vil.,A,63000,A02,63000030,,Da'an District,4127.612400164435
63000030028,臺北市,大安區,龍生里,Longsheng Vil.,A,63000,A02,63000030,,Da'an District,3622.8689029769134
63000070024,臺北市,萬華區,和德里,Hede Vil.,A,63000,A05,63000070,,Wanhua District,1600.0
63000050012,臺北市,中正區,永昌里,Yongchang Vil.,A,63000,A03,63000050,,Zhongzheng District,1759.2592592592591
63000050011,臺北市,中正區,永功里,Yonggong Vil.,A,63000,A03,63000050,,Zhongzheng District,1742.2342080386554
63000030035,臺北市,大安區,全安里,Quan'an Vil.,A,63000,A02,63000030,,Da'an District,2634.0841387817036
63000070014,臺北市,萬華區,新和里,Xinhe Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000070020,臺北市,萬華區,日善里,Rishan Vil.,A,63000,A05,63000070,,Wanhua District,1550.8171797795515
63000070021,臺北市,萬華區,新安里,Xin'an Vil.,A,63000,A05,63000070,,Wanhua District,871.5862870424172
63000030021,臺北市,大安區,錦華里,Jinhua Vil.,A,63000,A02,63000030,,Da'an District,7776.422764227642
63000020035,臺北市,信義區,景勤里,Jingqin Vil.,A,63000,A17,63000020,,Xinyi District,6666.666666666667
63000070013,臺北市,萬華區,新忠里,Xinzhong Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000020037,臺北市,信義區,嘉興里,Jiaxing Vil.,A,63000,A17,63000020,,Xinyi District,1950.0
63000030016,臺北市,大安區,錦安里,Jin'an Vil.,A,63000,A02,63000030,,Da'an District,3173.095526891032
63000030033,臺北市,大安區,臨江里,Linjiang Vil.,A,63000,A02,63000030,,Da'an District,3645.833333333333
63000030026,臺北市,大安區,龍陣里,Longzhen Vil.,A,63000,A02,63000030,,Da'an District,4688.771119264394
63000050014,臺北市,中正區,忠勤里,Zhongqin Vil.,A,63000,A03,63000050,,Zhongzheng District,0.0
63000030015,臺北市,大安區,龍安里,Long'an Vil.,A,63000,A02,63000030,,Da'an District,3764.705882352941
63000050013,臺北市,中正區,龍興里,Longxing Vil.,A,63000,A03,63000050,,Zhongzheng District,2347.2013888888887
63000030027,臺北市,大安區,龍雲里,Longyun Vil.,A,63000,A02,63000030,,Da'an District,1294.7568938831955
63000030023,臺北市,大安區,新龍里,Xinlong Vil.,A,63000,A02,63000030,,Da'an District,2416.1125821319997
63000050019,臺北市,中正區,南福里,Nanfu Vil.,A,63000,A03,63000050,,Zhongzheng District,4604.046903481422
63000050018,臺北市,中正區,龍光里,Longguang Vil.,A,63000,A03,63000050,,Zhongzheng District,1844.83121909477
63000030020,臺北市,大安區,錦泰里,Jintai Vil.,A,63000,A02,63000030,,Da'an District,1978.2608695652175
63000070016,臺北市,萬華區,和平里,Heping Vil.,A,63000,A05,63000070,,Wanhua District,869.1511387163561
63000070012,臺北市,萬華區,雙園里,Shuangyuan Vil.,A,63000,A05,63000070,,Wanhua District,3166.6666666666665
63000020030,臺北市,信義區,三張里,Sanzhang Vil.,A,63000,A17,63000020,,Xinyi District,3280.177571897317
63000020028,臺北市,信義區,景新里,Jingxin Vil.,A,63000,A17,63000020,,Xinyi District,3952.364053380736
63000020034,臺北市,信義區,景聯里,Jinglian Vil.,A,63000,A17,63000020,,Xinyi District,2166.6666666666665
63000030031,臺北市,大安區,通化里,Tonghua Vil.,A,63000,A02,63000030,,Da'an District,4125.092549416989
63000030032,臺北市,大安區,通安里,Tong'an Vil.,A,63000,A02,63000030,,Da'an District,3275.029668190183
63000030030,臺北市,大安區,義安里,Yi'an Vil.,A,63000,A02,63000030,,Da'an District,2491.851512074272
63000050015,臺北市,中正區,廈安里,Xia'an Vil.,A,63000,A03,63000050,,Zhongzheng District,2006.172839506173
63000030029,臺北市,大安區,住安里,Zhu'an Vil.,A,63000,A02,63000030,,Da'an District,3183.3677644994664
63000030022,臺北市,大安區,龍圖里,Longtu Vil.,A,63000,A02,63000030,,Da'an District,3663.5159167345864
63000030041,臺北市,大安區,龍門里,Longmen Vil.,A,63000,A02,63000030,,Da'an District,2055.103884372177
63000020031,臺北市,信義區,三犁里,Sanli Vil.,A,63000,A17,63000020,,Xinyi District,3289.4736842105262
63000070017,臺北市,萬華區,綠堤里,Lvti Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000030017,臺北市,大安區,福住里,Fuzhu Vil.,A,63000,A02,63000030,,Da'an District,4768.748870623284
63000070011,臺北市,萬華區,頂碩里,Dingshuo Vil.,A,63000,A05,63000070,,Wanhua District,1672.5463381555155
63000030018,臺北市,大安區,永康里,Yongkang Vil.,A,63000,A02,63000030,,Da'an District,8793.477737226429
63000020004,臺北市,信義區,中興里,Zhongxing Vil.,A,63000,A17,63000020,,Xinyi District,3428.583455235241
63000050021,臺北市,中正區,新營里,Xinying Vil.,A,63000,A03,63000050,,Zhongzheng District,3179.0103138029403
63000050020,臺北市,中正區,龍福里,Longfu Vil.,A,63000,A03,63000050,,Zhongzheng District,4080.404889228419
63000070018,臺北市,萬華區,華江里,Huajiang Vil.,A,63000,A05,63000070,,Wanhua District,0.0
63000070015,臺北市,萬華區,糖廍里,Tangbu  Vil.,A,63000,A05,63000070,,Wanhua District,1573.815073815074
63000030019,臺北市,大安區,光明里,Guangming Vil.,A,63000,A02,63000030,,Da'an District,4543.118741058655
63000020022,臺北市,信義區,松友里,Songyou Vil.,A,63000,A17,63000020,,Xinyi District,2077.7491408934707
63000070010,臺北市,萬華區,富福里,Fufu Vil.,A,63000,A05,63000070,,Wanhua District,2702.1789321789324
63000050017,臺北市,中正區,南門里,Nanmen Vil.,A,63000,A03,63000050,,Zhongzheng District,1048.8
63000050016,臺北市,中正區,愛國里,Aiguo Vil.,A,63000,A03,63000050,,Zhongzheng District,1188.4444444444446
63000020021,臺北市,信義區,松隆里,Songlong Vil.,A,63000,A17,63000020,,Xinyi District,1914.8936170212767
63000020002,臺北市,信義區,正和里,Zhenghe Vil.,A,63000,A17,63000020,,Xinyi District,2568.154454764362
63000030056,臺北市,大安區,光信里,Guangxin Vil.,A,63000,A02,63000030,,Da'an District,2852.546204634617
63000030053,臺北市,大安區,敦煌里,Dunhuang Vil.,A,63000,A02,63000030,,Da'an District,3283.961881638177
63000050030,臺北市,中正區,文祥里,Wenxiang Vil.,A,63000,A03,63000050,,Zhongzheng District,3725.547603008575
63000030051,臺北市,大安區,敦安里,Dun'an Vil.,A,63000,A02,63000030,,Da'an District,2509.0939248851473
63000030001,臺北市,大安區,德安里,De'an Vil.,A,63000,A02,63000030,,Da'an District,4616.008897730107
63000030002,臺北市,大安區,仁慈里,Renci Vil.,A,63000,A02,63000030,,Da'an District,5042.220514321964
63000030003,臺北市,大安區,和安里,He'an Vil.,A,63000,A02,63000030,,Da'an District,2502.159624446967
63000030004,臺北市,大安區,民炤里,Minzhao Vil.,A,63000,A02,63000030,,Da'an District,3274.8999663438167
63000050031,臺北市,中正區,三愛里,San'ai Vil.,A,63000,A03,63000050,,Zhongzheng District,6346.154922235602
63000090018,臺北市,南港區,九如里,Jiuru Vil.,A,63000,A13,63000090,,Nangang District,3380.0
63000020001,臺北市,信義區,西村里,Xicun Vil.,A,63000,A17,63000020,,Xinyi District,2790.697674418605
63000020009,臺北市,信義區,安康里,Ankang Vil.,A,63000,A17,63000020,,Xinyi District,4573.760177646188
63000070009,臺北市,萬華區,仁德里,Rende Vil.,A,63000,A05,63000070,,Wanhua District,1639.792765681729
63000020020,臺北市,信義區,國業里,Guoye Vil.,A,63000,A17,63000020,,Xinyi District,2592.8777955345777
63000070008,臺北市,萬華區,福音里,Fuyin Vil.,A,63000,A05,63000070,,Wanhua District,2784.5412595005428
63000070007,臺北市,萬華區,富民里,Fumin Vil.,A,63000,A05,63000070,,Wanhua District,2995.814859821255
63000020027,臺北市,信義區,大仁里,Daren Vil.,A,63000,A17,63000020,,Xinyi District,2373.3458725182863
63000020024,臺北市,信義區,中坡里,Zhongpo Vil.,A,63000,A17,63000020,,Xinyi District,1805.6665622269936
63000020008,臺北市,信義區,廣居里,Guangju Vil.,A,63000,A17,63000020,,Xinyi District,2166.0337370185503
63000020003,臺北市,信義區,興隆里,Xinglong Vil.,A,63000,A17,63000020,,Xinyi District,3279.9535385482923
63000030052,臺北市,大安區,正聲里,Zhengsheng Vil.,A,63000,A02,63000030,,Da'an District,4282.459921366968
63000090019,臺北市,南港區,仁福里,Renfu Vil.,A,63000,A13,63000090,,Nangang District,0.0
63000050029,臺北市,中正區,文北里,Wenbei Vil.,A,63000,A03,63000050,,Zhongzheng District,0.0
63000030050,臺北市,大安區,建倫里,Jianlun Vil.,A,63000,A02,63000030,,Da'an District,7010.682003882789
63000030005,臺北市,大安區,仁愛里,Ren'ai Vil.,A,63000,A02,63000030,,Da'an District,5653.659825691831
63000030006,臺北市,大安區,義村里,Yi Vil.,A,63000,A02,63000030,,Da'an District,9858.151892535201
63000090014,臺北市,南港區,百福里,Baifu Vil.,A,63000,A13,63000090,,Nangang District,1072.9166666666667
63000020025,臺北市,信義區,中行里,Zhongxing Vil.,A,63000,A17,63000020,,Xinyi District,2490.591695154074
63000070004,臺北市,萬華區,新起里,Xinqi Vil.,A,63000,A05,63000070,,Wanhua District,1599.8737831460007
63000050022,臺北市,中正區,建國里,Jianguo Vil.,A,63000,A03,63000050,,Zhongzheng District,7518.830218654626
63000070019,臺北市,萬華區,柳鄉里,Liuxiang Vil.,A,63000,A05,63000070,,Wanhua District,1494.7051559123186
63000070006,臺北市,萬華區,青山里,Qingshan Vil.,A,63000,A05,63000070,,Wanhua District,2296.5038302127687
63000020019,臺北市,信義區,富台里,Futai Vil.,A,63000,A17,63000020,,Xinyi District,2950.4984759117783
63000050027,臺北市,中正區,幸市里,Xingshi Vil.,A,63000,A03,63000050,,Zhongzheng District,2663.597752574564
63000020023,臺北市,信義區,松光里,Songguang Vil.,A,63000,A17,63000020,,Xinyi District,2857.0438015963255
63000050028,臺北市,中正區,東門里,Dongmen Vil.,A,63000,A03,63000050,,Zhongzheng District,1488.02171532078
63000020015,臺北市,信義區,長春里,Changchun Vil.,A,63000,A17,63000020,,Xinyi District,3675.4716981132074
63000090016,臺北市,南港區,舊莊里,Jiuzhuang Vil.,A,63000,A13,63000090,,Nangang District,1884.6153846153845
63000020006,臺北市,信義區,興雅里,Xingya Vil.,A,63000,A17,63000020,,Xinyi District,6051.09755628514
63000070003,臺北市,萬華區,西門里,Ximen Vil.,A,63000,A05,63000070,,Wanhua District,9226.001018184801
63000020026,臺北市,信義區,大道里,Dadao Vil.,A,63000,A17,63000020,,Xinyi District,3393.9617083946982
63000030055,臺北市,大安區,車層里,Checeng Vil.,A,63000,A02,63000030,,Da'an District,6248.830364115521
63000030008,臺北市,大安區,昌隆里,Changlong Vil.,A,63000,A02,63000030,,Da'an District,2951.5605311887475
63000030009,臺北市,大安區,誠安里,Cheng'an Vil.,A,63000,A02,63000030,,Da'an District,2152.600230928685
63000070005,臺北市,萬華區,菜園里,Caiyuan Vil.,A,63000,A05,63000070,,Wanhua District,1400.0
63000030049,臺北市,大安區,建安里,Jian'an Vil.,A,63000,A02,63000030,,Da'an District,7691.543639241893
63000030010,臺北市,大安區,光武里,Guangwu Vil.,A,63000,A02,63000030,,Da'an District,6587.849811138359
63000030054,臺北市,大安區,華聲里,Huasheng Vil.,A,63000,A02,63000030,,Da'an District,3478.0541672191857
63000030007,臺北市,大安區,民輝里,Minhui Vil.,A,63000,A02,63000030,,Da'an District,3334.7624207521085
63000020018,臺北市,信義區,永春里,Yongchun Vil.,A,63000,A17,63000020,,Xinyi District,1526.4327184632077
63000050026,臺北市,中正區,幸福里,Xingfu Vil.,A,63000,A03,63000050,,Zhongzheng District,3642.8276901147083
63000090013,臺北市,南港區,鴻福里,Hongfu Vil.,A,63000,A13,63000090,,Nangang District,0.0
63000020017,臺北市,信義區,四維里,Siwei Vil.,A,63000,A17,63000020,,Xinyi District,0.0
63000020013,臺北市,信義區,五全里,Wuquan Vil.,A,63000,A17,63000020,,Xinyi District,2001.2106537530265
63000020010,臺北市,信義區,六藝里,Liuyi Vil.,A,63000,A17,63000020,,Xinyi District,1781.5126050420167
63000020007,臺北市,信義區,敦厚里,Dunhou Vil.,A,63000,A17,63000020,,Xinyi District,7812.8078817733995
63000070002,臺北市,萬華區,萬壽里,Wanshou Vil.,A,63000,A05,63000070,,Wanhua District,11915.6667878182
63000090011,臺北市,南港區,成福里,Chengfu Vil.,A,63000,A13,63000090,,Nangang District,2173.913043478261
63000040037,臺北市,中山區,埤頭里,Bitou Vil.,A,63000,A10,63000040,,Zhongshan District,3087.661188946838
63000050025,臺北市,中正區,梅花里,Meihua Vil.,A,63000,A03,63000050,,Zhongzheng District,7776.733682983683
63000090012,臺北市,南港區,萬福里,Wanfu Vil.,A,63000,A13,63000090,,Nangang District,1392.4050632911392
63000010027,臺北市,松山區,中崙里,Zhonglun Vil.,A,63000,A01,63000010,,Songshan District,3682.998269187879
63000010034,臺北市,松山區,福成里,Fucheng Vil.,A,63000,A01,63000010,,Songshan District,3705.6269856914264
63000010030,臺北市,松山區,敦化里,Dunhua Vil.,A,63000,A01,63000010,,Songshan District,3036.9410349222744
63000010029,臺北市,松山區,吉仁里,Jiren Vil.,A,63000,A01,63000010,,Songshan District,2949.953574744661
63000010031,臺北市,松山區,復源里,Fuyuan Vil.,A,63000,A01,63000010,,Songshan District,0.0
63000010032,臺北市,松山區,復建里,Fujian Vil.,A,63000,A01,63000010,,Songshan District,2767.6589812154193
63000040038,臺北市,中山區,朱崙里,Zhulun Vil.,A,63000,A10,63000040,,Zhongshan District,2406.8049634813656
63000020012,臺北市,信義區,五常里,Wuchang Vil.,A,63000,A17,63000020,,Xinyi District,1778.6561264822135
63000010025,臺北市,松山區,復盛里,Fucheng Vil.,A,63000,A01,63000010,,Songshan District,2265.415708583004
63000040001,臺北市,中山區,正守里,Zhengshou Vil.,A,63000,A10,63000040,,Zhongshan District,2367.5266284857894
63000050024,臺北市,中正區,黎明里,Liming Vil.,A,63000,A03,63000050,,Zhongzheng District,6816.389333996442
63000090017,臺北市,南港區,中研里,Zhongyan Vil.,A,63000,A13,63000090,,Nangang District,0.0
63000020005,臺北市,信義區,新仁里,Xinren Vil.,A,63000,A17,63000020,,Xinyi District,3992.8398866923008
63000020011,臺北市,信義區,雅祥里,Yaxiang Vil.,A,63000,A17,63000020,,Xinyi District,2083.015024191495
63000070001,臺北市,萬華區,福星里,Fuxing Vil.,A,63000,A05,63000070,,Wanhua District,5041.649915125526
63000020016,臺北市,信義區,四育里,Siyu Vil.,A,63000,A17,63000020,,Xinyi District,1718.75
63000020014,臺北市,信義區,永吉里,Yongji Vil.,A,63000,A17,63000020,,Xinyi District,4107.907907907908
63000050023,臺北市,中正區,光復里,Guangfu Vil.,A,63000,A03,63000050,,Zhongzheng District,6286.500968840369
63000090015,臺北市,南港區,聯成里,Liancheng Vil.,A,63000,A13,63000090,,Nangang District,1643.8923395445133
63000090010,臺北市,南港區,合成里,Hecheng Vil.,A,63000,A13,63000090,,Nangang District,1833.5894485317235
63000010024,臺北市,松山區,新聚里,Xinju Vil.,A,63000,A01,63000010,,Songshan District,2300.758515152295
63000060002,臺北市,大同區,建明里,Jianming Vil.,A,63000,A09,63000060,,Datong District,5725.268817204301
63000010022,臺北市,松山區,吉祥里,Jixiang Vil.,A,63000,A01,63000010,,Songshan District,2583.8756993734896
63000010033,臺北市,松山區,復勢里,Fushi Vil.,A,63000,A01,63000010,,Songshan District,2529.7709845868353
63000010028,臺北市,松山區,美仁里,Meiren Vil.,A,63000,A01,63000010,,Songshan District,4064.6183510423234
63000040039,臺北市,中山區,力行里,Lixing Vil.,A,63000,A10,63000040,,Zhongshan District,3655.5491788189456
63000040036,臺北市,中山區,朱園里,Zhuyuan Vil.,A,63000,A10,63000040,,Zhongshan District,2979.0952935901837
63000040032,臺北市,中山區,興亞里,Xingya Vil.,A,63000,A10,63000040,,Zhongshan District,2804.701471769648
63000040002,臺北市,中山區,正義里,Zhengyi Vil.,A,63000,A10,63000040,,Zhongshan District,2489.7779798213933
63000040003,臺北市,中山區,正得里,Zhengde Vil.,A,63000,A10,63000040,,Zhongshan District,4104.218717790146
63000010018,臺北市,松山區,慈祐里,Ciyou Vil.,A,63000,A01,63000010,,Songshan District,4404.18442541165
63000090006,臺北市,南港區,新光里,Xinguang Vil.,A,63000,A13,63000090,,Nangang District,3074.5529509867506
63000060004,臺北市,大同區,建泰里,Jiantai Vil.,A,63000,A09,63000060,,Datong District,4057.5394032425284
63000010014,臺北市,松山區,東勢里,Dongshi Vil.,A,63000,A01,63000010,,Songshan District,4047.187123901846
63000060001,臺北市,大同區,玉泉里,Yuquan Vil.,A,63000,A09,63000060,,Datong District,3270.1421800947865
63000060003,臺北市,大同區,建功里,Jiangong Vil.,A,63000,A09,63000060,,Datong District,2028.8126395604618
63000010011,臺北市,松山區,東光里,Dongguang Vil.,A,63000,A01,63000010,,Songshan District,2660.5785983771148
63000010019,臺北市,松山區,安平里,Anping Vil.,A,63000,A01,63000010,,Songshan District,1201.2422439759034
63000010026,臺北市,松山區,中正里,Zhongzheng Vil.,A,63000,A01,63000010,,Songshan District,3910.417082347939
63000040040,臺北市,中山區,復華里,Fuhua Vil.,A,63000,A10,63000040,,Zhongshan District,4521.247967458177
63000040005,臺北市,中山區,康樂里,Kangle Vil.,A,63000,A10,63000040,,Zhongshan District,3467.154662966431
63000090009,臺北市,南港區,玉成里,Yucheng Vil.,A,63000,A13,63000090,,Nangang District,2132.197751400993
